seqnames	start	end	width	strand	length	identity	score	info	biallelic	omim_ddd	pRec	allgenescoding	allgenes	numallgenes	numcodinggenes	name	freq	freqCMA
chr5	141123123	141246706	123584	*	1184	0.9290540540540541	659	1kb_92.9%				PCDHB16,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB15,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8,PCDHB9	PCDHB16,PCDHB17P,PCDHB18P,PCDHB19P,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB15,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8,PCDHB9	16	13	NA	NA	NA
chr8	11922364	12026416	104053	*	12821	0.9230169253568364	659	13kb_92.3%				DEFB134,DEFB135,DEFB136	OR7E161P,DEFB134,DEFB135,DEFB136,DEFB131E	5	3	NA	NA	NA
chrX	102659562	102720330	60769	*	2239	0.9334524341223761	659	2kb_93.3%		GPRASP2		GPRASP2	GPRASP2,ARMCX5-GPRASP2,RNU6-589P,BEND7P1	4	1	NA	NA	NA
chr17	21707541	22706725	999185	*	12279	0.9292287645573744	659	12kb_92.9%				MTRNR2L1	UBBP4,FAM27E5,NMTRS-TGA3-1,MTRNR2L1,FTLP13,MTND1P15,MTND2P13,NCOR1P2,MTATP6P3,MTCYBP13,MTCO3P13,MTND6P35,LINC02002	13	1	NA	NA	NA
chr19	36797142	37319052	521911	*	10549	0.9237842449521282	659	11kb_92.4%			ZNF585A	ZNF345,ZNF383,ZNF420,ZNF568,ZNF585A,ZNF585B,ZNF790,ZNF829,ZNF875	ZNF345,ZNF383,ZNF420,ZNF568,ZNF585A,ZNF790-AS1,ZNF585B,ZNF790,ZNF829,RPL31P61,ZNF875,LINC01535	12	9	NA	NA	NA
chr1	155603600	155741375	137776	*	11206	0.92325539889345	658	11kb_92.3%	MSTO1,YY1AP1	MSTO1,YY1AP1		DAP3,MSTO1,YY1AP1	DAP3,MSTO1,YY1AP1	3	3	NA	NA	NA
chr3	9863868	10014844	150977	*	5510	0.9259528130671506	658	6kb_92.6%	IL17RC,CIDEC,JAGN1	CRELD1,IL17RC,CIDEC,JAGN1	PRRT3	CRELD1,IL17RC,IL17RE,EMC3,CIDEC,PRRT3,JAGN1	CRELD1,IL17RC,IL17RE,EMC3,CIDEC,CIDECP1,CYCSP10,PRRT3,JAGN1,PRRT3-AS1,RNU6-882P,EMC3-AS1	12	7	NA	NA	NA
chr5	141188419	141246679	58261	*	1172	0.9283276450511946	658	1kb_92.8%				PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB15,PCDHB9	PCDHB18P,PCDHB19P,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB15,PCDHB9	9	7	NA	NA	NA
chr7	32721215	35149989	2428775	*	34928	0.9481504809894641	658	35kb_94.8%	NT5C3A,BMPER,BBS9	RP9,NT5C3A,BMPER,BBS9	DPY19L1,BMPER	RP9,NT5C3A,KBTBD2,DPY19L1,NPSR1,BMPER,BBS9,FKBP9	RP9,NT5C3A,KBTBD2,NPSR1-AS1,DPY19L1,DPY19L2P1,DPY19L1P1,DPY19L1P2,NPSR1,BMPER,BBS9,MIR550A2,RP9P,MIR548N,RPS29P14,RPL7P31,FKBP9,MIR550B2,ZNRF2P1,RNA5SP229,NCAPD2P1,RN7SL132P,RN7SL505P,RNU6-388P,RNU6-438P,LINC00997	26	8	NA	NA	NA
chr17	43116959	43153705	36747	*	11031	0.9235790046233342	658	11kb_92.4%	BRCA1	BRCA1		BRCA1	BRCA1,NBR2	2	1	NA	NA	NA
chr19	21946855	22148882	202028	*	16872	0.9205192034139402	658	17kb_92.1%				ZNF208,ZNF257	ZNF208,ZNF257,PCGF7P,ZNF92P2,BNIP3P28,BNIP3P29,MTDHP5	7	2	NA	NA	NA
chr5	141175950	141236666	60717	*	3131	0.9271798147556691	657	3kb_92.7%				PCDHB16,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB7,PCDHB8,PCDHB9	PCDHB16,PCDHB18P,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB7,PCDHB8,PCDHB9	10	9	NA	NA	NA
chr5	141193776	141237492	43717	*	2143	0.9276714885674289	657	2kb_92.8%				PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14	PCDHB18P,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14	6	5	NA	NA	NA
chr9	34759632	34898726	139095	*	1056	0.928030303030303	657	1kb_92.8%				FAM205C	FAM205BP,FAM205C	2	1	NA	NA	NA
chrX	55079313	55277895	198583	*	16501	0.9198836434155506	657	17kb_92%				FAM104B,PAGE5,PAGE2,MTRNR2L10,PAGE3	FAM104B,PAGE5,PAGE2,MTRNR2L10,PAGE3,MTND1P30,MTND2P24,MTCO1P52	8	5	NA	NA	NA
chrX	154880814	155376505	495692	*	9503	0.9983163211617384	657	10kb_99.8%		RAB39B,CLIC2,F8		VBP1,RAB39B,CLIC2,H2AB1,BRCC3,FUNDC2,CMC4,F8,F8A1,MTCP1	VBP1,RAB39B,CLIC2,TWF1P2,H2AB1,PHF10P1,BRCC3,FUNDC2,MIR1184-1,CMC4,F8,F8A1,EEF1A1P31,ZNF622P1,CD84P1,SRD5A2P1,MTCP1	17	10	NA	NA	NA
chr2	107829550	109794622	1965073	*	71649	0.9832795991570015	656	72kb_98.3%	SLC5A7,EDAR	SLC5A7,EDAR,RANBP2	GCC2	SULT1C2,SULT1C4,SLC5A7,SEPTIN10,GCC2,SH3RF3,SOWAHC,CCDC138,EDAR,RGPD4,RGPD5,SULT1C3,LIMS1,RANBP2	SULT1C2,SULT1C4,SLC5A7,SEPTIN10,GCC2,SH3RF3,SOWAHC,CCDC138,GCC2-AS1,EDAR,RGPD4,RGPD5,SULT1C3,SULT1C2P1,RPL22P11,RPL10P5,RPL39P16,RPL22P8,RPL37P12,MIR4266,MIR4265,SNRPGP9,LIMS1-AS1,GMCL1P2,SH3RF3-AS1,BMS1P19,WASF1P1,LINC01593,LINC01594,SULT1C2P2,SETD6P1,SMIM12P1,ACTP1,SRSF3P5,SRSF3P6,LIMS1,RANBP2	37	14	NA	NA	NA
chr5	141157205	141241127	83923	*	1020	0.9274509803921569	656	1kb_92.7%				PCDHB16,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB7,PCDHB8,PCDHB9	PCDHB16,PCDHB17P,PCDHB18P,PCDHB19P,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB7,PCDHB8,PCDHB9	12	9	NA	NA	NA
chr7	56532436	57317645	785210	*	39350	0.9115374841168996	656	39kb_91.2%				ZNF479	ZNF479,PHKG1P4,TNRC18P3,VN1R25P,MIR4283-1,TRIM60P16,MTND1P4,MTND2P6,MTND4P4,MTND4P5,MTND5P6,MTND5P7,GUSBP10,GUSBP12,SLC29A4P1,MTATP6P8,RNU7-157P,CICP28,MTCYBP5,MTND6P29,MTCYBP29,MTCO1P10,MTCO2P10,MTCO3P10,MTATP6P10,MTCO3P4,MTND4LP32,SEPTIN7P15	28	1	NA	NA	NA
chr12	11022932	11085792	62861	*	12244	0.921920940868997	656	12kb_92.2%				TAS2R14,TAS2R46,TAS2R31,PRH1	TAS2R14,TAS2R46,TAS2R31,TAS2R63P,TAS2R64P,PRH1	6	4	NA	NA	NA
chr15	28580349	30417865	1837517	*	149161	0.943644786505856	656	149kb_94.4%	NSMCE3	TJP1,NSMCE3		TJP1,CHRFAM7A,FAM189A1,GOLGA6L7,GOLGA8J,GOLGA8M,GOLGA8R,GOLGA8T,APBA2,NSMCE3	SYNGR2P1,TJP1,ULK4P3,CHRFAM7A,FAM189A1,HERC2P9,LINC02249,WHAMMP2,HMGN2P5,RNU6-17P,DNM1P28,DNM1P30,GOLGA6L7,GOLGA8J,TUBBP8,GOLGA8M,GOLGA8R,GOLGA8T,RN7SL196P,RN7SL469P,RN7SL673P,RN7SL719P,PDCD6IPP2,NCAPGP2,APBA2,NSMCE3	26	10	15q11q13_BP3-BP4	35.29	134.5
chr19	15727906	15793911	66006	*	1047	0.9274116523400191	656	1kb_92.7%				OR10H5,OR10H2,OR10H3	OR10H5,CYP4F24P,OR10H2,OR10H3	4	3	NA	NA	NA
chr19	22448088	22840208	392121	*	5444	0.9254224834680382	656	5kb_92.5%				ZNF98,ZNF99,ZNF492,ZNF723	ZNF209P,ZNF98,ZNF99,ZNF492,LINC01785,ZNF723,ZNF849P,RPL34P33,VN1R87P,RN7SL860P,RNU6-1179P,BNIP3P32,BNIP3P33,BNIP3P34,LINC01233,GOLGA2P9,RAD54L2P1	17	4	NA	NA	NA
chr5	140828141	140841371	13231	*	2278	0.926251097453907	655	2kb_92.6%				PCDHA1,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8	PCDHA1,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8	8	8	NA	NA	NA
chr22	29360314	29416455	56142	*	8296	0.938404050144648	655	8kb_93.8%	AP1B1	AP1B1		AP1B1	AP1B1	1	1	NA	NA	NA
chr1	180963919	181048638	84720	*	2112	0.9261363636363636	654	2kb_92.6%				STX6,MR1	STX6,MR1	2	2	NA	NA	NA
chr1	207621276	207722645	101370	*	6680	0.923502994011976	654	7kb_92.4%				CR1,CR1L	CR1,CR1L,CDCA4P3,RNA5SP534,CD46P1	5	2	NA	NA	NA
chr5	141123191	141237408	114218	*	2194	0.92616226071103	654	2kb_92.6%				PCDHB16,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8,PCDHB9	PCDHB16,PCDHB17P,PCDHB18P,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8,PCDHB9	14	12	NA	NA	NA
chr5	141212605	141236919	24315	*	4233	0.9251122135601229	654	4kb_92.5%				PCDHB13,PCDHB14	PCDHB18P,PCDHB13,PCDHB14	3	2	NA	NA	NA
chr10	94746324	94915678	169355	*	7671	0.9228262286533698	654	8kb_92.3%	CYP2C19	CYP2C19		CYP2C19	CYP2C19,RPL7AP52,CYP2C58P,MTND4P19	4	1	NA	NA	NA
chr10	14973963	14982094	8132	*	3038	0.9256089532587228	654	3kb_92.6%				MEIG1	MEIG1	1	1	NA	NA	NA
chr11	118657912	118687661	29750	*	1552	0.9259020618556701	654	2kb_92.6%	TREH	TREH		TREH,PHLDB1	TREH,PHLDB1	2	2	NA	NA	NA
chr22	15508890	16402589	893700	*	1805	0.9307479224376731	654	2kb_93.1%				POTEH,OR11H1	POTEH,OR11H1,ARHGAP42P3,DUXAP8,NEK2P2,GRAMD4P2,NBEAP3,POTEH-AS1,RNU6-816P,MED15P7,BMS1P22,PSLNR,TOMM40P2,ABCD1P4,NF1P6	15	2	NA	NA	NA
chr5	141188540	141237291	48752	*	2115	0.9252955082742317	653	2kb_92.5%				PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB9	PCDHB18P,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB9	7	6	NA	NA	NA
chr5	141201019	141237062	36044	*	2139	0.9256661991584852	653	2kb_92.6%				PCDHB11,PCDHB12,PCDHB13,PCDHB14	PCDHB18P,PCDHB11,PCDHB12,PCDHB13,PCDHB14	5	4	NA	NA	NA
chr7	64043771	64312291	268521	*	8354	0.9224323677280345	653	8kb_92.2%				ZNF727,ZNF679,ZNF735,ZNF736	ZNF727,ZNF679,ZNF735,ZNF736,VN1R37P,VN1R38P,TRIM60P17,MTND1P2,MTND2P4,MTND3P2,MTND4P2,MTND4LP2,GUSBP6,SAPCD2P1,MTCO1P8,MTCO2P8,MTCO3P8,MTATP6P18	18	4	NA	NA	NA
chrX	8780587	9014270	233684	*	17628	0.9173474018606762	653	18kb_91.7%				FAM9A	FAM9A,DRAXINP1,ANAPC15P1,NOLC1P1	4	1	NA	NA	NA
chr3	180668255	180687962	19708	*	2339	0.9251817015818726	652	2kb_92.5%	CCDC39	CCDC39		CCDC39	CCDC39,CCDC39-AS1	2	1	NA	NA	NA
chr6	32049263	32061390	12128	*	1004	0.9252988047808764	652	1kb_92.5%	TNXB	TNXB		TNXB	TNXB	1	1	NA	NA	NA
chr13	19220644	19743840	523197	*	10583	0.9362184635736559	652	11kb_93.6%			MPHOSPH8	TPTE2,PSPC1,MPHOSPH8	TPTE2,PSPC1,CYCSP32,MRPL3P1,MPHOSPH8,ESRRAP1,PARP4P2,CASC4P1,MRPS31P2,ANKRD26P3,SLC25A15P2,CCNQP3,PSPC1P1,LINC00350,LINC00421,RN7SL166P,PSPC1-AS2	17	3	NA	NA	NA
chr15	32428187	34477993	2049807	*	51049	0.917745695312347	652	51kb_91.8%	RYR3,SLC12A6,NOP10	RYR3,SLC12A6,NOP10,GREM1	ARHGAP11A,NUTM1	RYR3,SCG5,SLC12A6,AVEN,NOP10,ARHGAP11A,PGBD4,CHRM5,GREM1,EMC7,KATNBL1,EMC4,NUTM1,LPCAT4,GOLGA8A,FMN1,GOLGA8N,GOLGA8O	RYR3,SCG5,SLC12A6,AVEN,NOP10,ULK4P1,ARHGAP11A,PGBD4,CHRM5,GREM1,EMC7,KATNBL1,EMC4,NUTM1,LPCAT4,RPL32P2,GOLGA8A,MIR1233-1,TMCO5B,DNM1P32,FMN1,SCG5-AS1,GOLGA8N,GOLGA8O,RN7SL286P,RN7SL539P,HNRNPA1P71,RYR3-DT,ACTG1P15,LINC02256	30	18	NA	NA	NA
chr19	52810607	52848270	37664	*	16614	0.9176598049837487	652	17kb_91.8%				ZNF28,ZNF468	ZNF28,ZNF468,PABPN1P2	3	2	NA	NA	NA
chr7	63679239	64196166	516928	*	26127	0.9117770888353045	650	26kb_91.2%				ZNF722P,ZNF727	ZNF722P,NMD3P1,ZNF727,VN1R34P,VN1R35P,VN1R36P,VN1R37P,VN1R38P,TRIM60P17,GABPAP,MTND1P2,MTND2P4,MTND3P2,MTND4P2,MTND4LP2,GUSBP6,SLC25A1P3,CICP24,LINC01005,ARAFP1,SAPCD2P1,MTCO1P8,MTCO2P8,MTCO3P8,MTATP6P18,LINC02848	26	2	NA	NA	NA
chr12	27074476	27586504	512029	*	20369	0.9201728116255093	650	20kb_92%			PPFIBP1	STK38L,ARNTL2,SMCO2,C12orf71,PPFIBP1	STK38L,ARNTL2,SMCO2,C12orf71,ARNTL2-AS1,RARS1P1,PPFIBP1	7	5	NA	NA	NA
chr1	248077555	248279179	201625	*	17305	0.916209188095926	649	17kb_91.6%				OR2M5,OR2L13,OR2T33,OR2M2,OR2M3,OR2M4	OR2M5,OR2L13,OR2T32P,OR2T33,OR2M1P,OR2M2,OR2M3,OR2M4	8	6	NA	NA	NA
chr2	233585530	233647926	62397	*	8396	0.9205574082896617	649	8kb_92.1%				UGT1A10,UGT1A8	UGT1A10,UGT1A11P,UGT1A12P,UGT1A8,UGT1A13P	5	2	NA	NA	NA
chr3	2526722	2532808	6087	*	1384	0.9241329479768786	649	1kb_92.4%			CNTN4	CNTN4	CNTN4	1	1	NA	NA	NA
chr4	68844647	68975717	131071	*	18817	0.9152362225647022	649	19kb_91.5%				UGT2A3	UGT2A3	1	1	NA	NA	NA
chr5	141151493	141236482	84990	*	2164	0.9232902033271719	649	2kb_92.3%				PCDHB16,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB6,PCDHB7,PCDHB8,PCDHB9	PCDHB16,PCDHB17P,PCDHB18P,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB6,PCDHB7,PCDHB8,PCDHB9	12	10	NA	NA	NA
chr13	29038920	29339588	300669	*	9209	0.9198610055380606	649	9kb_92%				MTUS2	MTUS2,MTUS2-AS2,GAPDHP69	3	1	NA	NA	NA
chr19	52486478	52528521	42044	*	23716	0.9122954967110811	649	24kb_91.2%				ZNF578,ZNF808	ZNF578,ZNF808	2	2	NA	NA	NA
chr16	31523181	31815507	292327	*	2870	0.9222996515679442	648	3kb_92.2%				AHSP,ZNF720	AHSP,VN1R3,YBX3P1,ZNF720,CLUHP3,ZNF720P1,VN1R64P,VN1R65P,VN1R66P,VN1R67P,RBM22P12,FRG2KP,LINC02190	13	2	NA	NA	NA
chr17	14023991	15764160	1740170	*	4492	0.9412288512911843	648	4kb_94.1%	COX10,PMP22	COX10,PMP22		ZNF286A,TEKT3,CDRT1,CDRT4,CDRT15,TRIM16,COX10,TBC1D26,TVP23C,TVP23C-CDRT4,HS3ST3B1,PMP22	ZNF29P,ZNF286A,TEKT3,CDRT1,CDRT4,CDRT7,CDRT8,CDRT15,RPL9P2,TRIM16,COX10,TBC1D26,TVP23C,UBE2SP1,CDRT15P1,RPS18P12,RPL23AP76,COX10-AS1,TBC1D26-AS1,MIR4731,TVP23C-CDRT4,RN7SL792P,RNU6-799P,HS3ST3B1,LINC02096,PPIAP53,PMP22	27	12	NA	NA	NA
chr1	196711434	196882768	171335	*	3387	0.9220549158547388	647	3kb_92.2%	CFH	CFH		CFHR3,CFH,CFHR1	CFHR3,CFH,CFHR1	3	3	NA	NA	NA
chr4	218776	398002	179227	*	23886	0.9114962739680147	647	24kb_91.1%	ZNF141	ZNF141		ZNF141,ZNF732	ZNF141,ZNF876P,MIR571,ZNF732,ZNF519P4	5	2	NA	NA	NA
chr17	1572191	1587480	15290	*	1193	0.922883487007544	647	1kb_92.3%			SLC43A2	SLC43A2	SLC43A2	1	1	NA	NA	NA
chr3	9985914	10025454	39541	*	1320	0.9227272727272727	646	1kb_92.3%				EMC3	EMC3,CIDECP1,CYCSP10,EMC3-AS1	4	1	NA	NA	NA
chrX	8467560	9007908	540349	*	2611	0.9371888165453849	646	3kb_93.7%		ANOS1		FAM9A,ANOS1	FAM9A,DRAXINP1,ANAPC15P1,NOLC1P1,ANOS1	5	2	NA	NA	NA
chrX	143505861	143709289	203429	*	13528	0.9160999408633944	646	14kb_91.6%				SLITRK4,SPANXN3	SLITRK4,SPANXN3,HNRNPH1P2	3	2	NA	NA	NA
chr10	94676993	94889928	212936	*	9150	0.9183606557377049	646	9kb_91.8%	CYP2C19	CYP2C19		CYP2C18,CYP2C19	CYP2C18,CYP2C19,RPL7AP52,CYP2C58P,MTND4P19	5	2	NA	NA	NA
chr6	73232873	73249362	16490	*	1458	0.9218106995884774	645	1kb_92.2%				KHDC1	KHDC1	1	1	NA	NA	NA
chr7	64148782	64442939	294158	*	10948	0.9168797953964194	645	11kb_91.7%				ZNF679,ZNF735,ZNF736	ZNF679,ZNF735,ZNF736,VN1R37P,VN1R38P,TRIM60P18,GUSBP6,YWHAEP1,SAPCD2P1	9	3	NA	NA	NA
chr7	56080030	57059558	979529	*	2178	0.9265381083562901	644	2kb_92.7%		CHCHD2		SUMF2,CHCHD2,NUPR2,PHKG1	SUMF2,CHCHD2,CCNJP1,TNRC18P3,VN1R25P,CICP8,NMD3P2,MIR4283-1,TRIM60P16,RBM22P3,SLC29A4P1,NUPR2,RNU6-1052P,RNU6-1335P,CICP28,SEPTIN14P24,IFITM3P4,PHKG1	18	4	NA	NA	NA
chrX	101838975	103080752	1241778	*	1372	0.934402332361516	644	1kb_93.4%		GPRASP2	NXF3	BEX1,NXF2B,TCEAL6,GPRASP1,GPRASP2,RAB40AL,ARMCX5,BEX5,BHLHB9,ZMAT1,TCEAL2,TMSB15A,TCP11X2,TCP11X1,NXF2,NXF3	BEX1,MTND2P2,NXF2B,TCEAL6,GPRASP1,GPRASP2,RAB40AL,ARMCX5,BEX5,BHLHB9,ZMAT1,TCEAL2,TMSB15A,MTND6P13,ARMCX5-GPRASP2,MTND1P32,MTND4P32,MTND5P26,NUDT19P2,FOXN3P1,LINC00630,RNU6-345P,RNU6-589P,TCP11X2,TCP11X1,TCP11X3P,BEND7P1,MTCO1P19,MTCO2P19,MTCO3P19,MTATP6P19,MTND6P32,MTCYBP32,H2BP8,H3P45,C3orf49P1,NXF2,NXF3,NXF4,NXF5	40	16	NA	NA	NA
chrX	107007401	107322696	315296	*	2934	0.9253578732106339	644	3kb_92.5%		DNAAF6		RBM41,NUP62CL,DNAAF6	RBM41,NUP62CL,DNAAF6,EEF1A1P40,GTF3C6P2,MYCLP1	6	3	NA	NA	NA
chr17_GL000258v2_alt	508938	1201550	692613	*	18453	0.9899745298867393	644	18kb_99%	MAPT	KANSL1,MAPT	CRHR1,MAPT	STH,CRHR1,KANSL1,SPPL2C,MAPT	STH,CRHR1,KANSL1,SPPL2C,MAPT	5	5	NA	NA	NA
chr1	207652063	207756530	104468	*	7039	0.9180281289955959	643	7kb_91.8%				CR1L,CD46	CR1L,CDCA4P3,RNA5SP534,CD46,CD46P1	5	2	NA	NA	NA
chr17	41421342	41438068	16727	*	1391	0.9209202012940331	643	1kb_92.1%				KRT37,KRT38	KRT37,KRT38	2	2	NA	NA	NA
chr1	196689406	196779148	89743	*	1641	0.9201706276660573	642	2kb_92%	CFH	CFH		CFHR3,CFH	CFHR3,CFH	2	2	NA	NA	NA
chrX	7840853	8463420	622568	*	6354	0.9192634560906515	642	6kb_91.9%				VCX,VCX2,PNPLA4	VCX,VCX2,PNPLA4,MIR651	4	3	NA	NA	NA
chr19	23288157	23443828	155672	*	7156	0.917272219116825	642	7kb_91.7%				ZNF91	ZNF91,VN1R90P,VN1R91P,CDC42EP3P1,BNIP3P8,LINC01224	6	1	NA	NA	NA
chr6	29094866	29166659	71794	*	7829	0.9163366968961553	641	8kb_91.6%				OR2J1,OR2J3	OR2J1,OR2J3	2	2	NA	NA	NA
chr9	34722955	34832017	109063	*	7037	0.9168679835157028	641	7kb_91.7%				FAM205A	FAM205A	1	1	NA	NA	NA
chr1	207611610	207712460	100851	*	5804	0.9169538249483115	640	6kb_91.7%				CR1,CR1L	CR1,CR1L,CDCA4P3,RNA5SP534,CD46P1	5	2	NA	NA	NA
chr10	36376114	37566975	1190862	*	30963	0.9120240286793916	640	31kb_91.2%				ANKRD30A	ANKRD30A,NAMPTP1,VN1R53P,MTND4P18,MTND5P17,MKNK2P1,ARL6IP1P2,TMEM161BP1,TACC1P1,RN7SL314P,RNU6-811P,LINC00993	12	1	NA	NA	NA
chr13	28777568	29338636	561069	*	4715	0.9181336161187699	640	5kb_91.8%				MTUS2	MTUS2,MTUS2-AS2,GAPDHP69,POM121L13P	4	1	NA	NA	NA
chr2	107829567	108719736	890170	*	46102	0.9762266279120212	639	46kb_97.6%	SLC5A7	SLC5A7,RANBP2	GCC2	SULT1C2,SULT1C4,SLC5A7,GCC2,RGPD4,SULT1C3,LIMS1,RANBP2	SULT1C2,SULT1C4,SLC5A7,GCC2,GCC2-AS1,RGPD4,SULT1C3,SULT1C2P1,RPL10P5,RPL22P8,LIMS1-AS1,GMCL1P2,WASF1P1,LINC01593,LINC01594,SULT1C2P2,SETD6P1,SMIM12P1,ACTP1,SRSF3P5,LIMS1,RANBP2	22	8	NA	NA	NA
chr11	4943747	4952101	8355	*	4686	0.9169867690994452	639	5kb_91.7%				MMP26,OR51A4	MMP26,OR51A4	2	2	NA	NA	NA
chr15	30790558	32592539	1801982	*	11198	0.9336488658689052	639	11kb_93.4%	OTUD7A,FAN1,TRPM1	OTUD7A,FAN1,TRPM1	CHRNA7,MTMR10	KLF13,CHRNA7,OTUD7A,MTMR10,FAN1,GOLGA8K,GOLGA8O,TRPM1	KLF13,ULK4P1,CHRNA7,OTUD7A,MTMR10,FAN1,DEPDC1P1,MIR211,RNU6-18P,DNM1P31,DNM1P32,GOLGA8K,HERC2P10,UBE2CP4,GOLGA8O,GOLGA8UP,RN7SL82P,RN7SL185P,RN7SL539P,RNU6-466P,LINC02256,LINC02352,TRPM1	23	8	NA	NA	NA
chr4	72540732	72607060	66329	*	2132	0.9183864915572233	639	2kb_91.8%	ADAMTS3	ADAMTS3	ADAMTS3	ADAMTS3	ADAMTS3	1	1	NA	NA	NA
chr1	207494713	207668465	173753	*	7040	0.915340909090909	638	7kb_91.5%				CR1,CR1L	CR1,CR1L,CDCA4P3,CD46P1	4	2	NA	NA	NA
chr12	11013394	11068544	55151	*	12232	0.9130150425114454	638	12kb_91.3%				TAS2R14,TAS2R46,TAS2R19,TAS2R31,PRH1	TAS2R14,TAS2R46,TAS2R19,TAS2R31,TAS2R63P,PRH1	6	5	NA	NA	NA
chr15	42939259	43140100	200842	*	1143	0.9186351706036745	638	1kb_91.9%	UBR1	UBR1	UBR1	UBR1,TMEM62	UBR1,TMEM62,SPCS2P1,FDPSP4,RPS3AP47	5	2	NA	NA	NA
chr16	31362011	31410331	48321	*	1176	0.9183673469387755	638	1kb_91.8%			ITGAX	ITGAD,ITGAX	ITGAD,ITGAX	2	2	NA	NA	NA
chr19	53430115	53465875	35761	*	25162	0.9064859709085128	638	25kb_90.6%				ZNF761,ZNF765	ZNF761,ZNF765,TPM3P9	3	2	NA	NA	NA
chr7	100355501	100371730	16230	*	2658	0.9172310007524455	637	3kb_91.7%				PILRB,PILRA	PILRB,PILRA,STAG3L5P-PVRIG2P-PILRB,MIR6840	4	2	NA	NA	NA
chrX	102365495	103080030	714536	*	2837	0.9242157208318647	636	3kb_92.4%		GPRASP2	NXF3	BEX1,NXF2B,GPRASP1,GPRASP2,RAB40AL,ARMCX5,BHLHB9,TMSB15A,TCP11X2,NXF3	BEX1,MTND2P2,NXF2B,GPRASP1,GPRASP2,RAB40AL,ARMCX5,BHLHB9,TMSB15A,ARMCX5-GPRASP2,MTND1P32,MTND4P32,MTND5P26,NUDT19P2,FOXN3P1,LINC00630,RNU6-589P,TCP11X2,BEND7P1,MTCO1P19,MTCO2P19,MTCO3P19,MTATP6P19,MTND6P32,MTCYBP32,H3P45,NXF3,NXF4	28	10	NA	NA	NA
chr19	43339077	43366767	27691	*	2150	0.9172093023255814	636	2kb_91.7%				CD177	CD177	1	1	NA	NA	NA
chr1	157529970	157632057	102088	*	12368	0.9115459249676585	635	12kb_91.2%				FCRL4,FCRL5	FCRL4,FCRL5	2	2	NA	NA	NA
chr11	58833509	58994963	161455	*	4954	0.9148163100524829	635	5kb_91.5%				GLYATL2,GLYATL1	GLYATL2,GLYATL1,GLYATL1P2,GLYATL1P1	4	2	NA	NA	NA
chr19	53396611	53443747	47137	*	16396	0.9094901195413515	635	16kb_90.9%				ZNF761,ZNF765	ZNF761,ZNF765,RPL39P36,TPM3P9	4	2	NA	NA	NA
chr19	54573281	54593627	20347	*	3821	0.9149437320073279	634	4kb_91.5%				LILRA1,LILRA2	LILRA1,LILRA2	2	2	NA	NA	NA
chrX	135021404	135051056	29653	*	1082	0.9158964879852126	633	1kb_91.6%				RTL8A,RTL8C,RTL8B	RTL8A,RTL8C,RTL8B	3	3	NA	NA	NA
chr22	20330134	21165748	835615	*	31643	0.9789842935246342	633	32kb_97.9%	SNAP29,SCARF2,LZTR1,PI4KA	SNAP29,SCARF2,CRKL,SERPIND1,LZTR1,PI4KA	PI4KA	SLC7A4,SNAP29,ZNF74,MED15,SCARF2,USP41,THAP7,CRKL,KLHL22,AIFM3,LRRC74B,SERPIND1,LZTR1,P2RX6,PI4KA	BCRP2,BCRP5,SLC7A4,SNAP29,ZNF74,MED15,KRT18P5,SLC9A3P2,POM121L4P,SCARF2,USP41,THAP7,CRKL,TUBA3FP,TMEM191A,KLHL22,AIFM3,MIR649,ABHD17AP4,P2RX6P,LRRC74B,POM121L7P,IGLL4P,SMPD4P1,THAP7-AS1,RNY1P9,TUBA3GP,RN7SL812P,RNU6-225P,SERPIND1,E2F6P2,CCDC74BP1,FAM230G,LINC01637,LZTR1,P2RX6,PI4KA	37	15	NA	NA	NA
