seqnames	start	end	width	strand	length	identity	score	info	biallelic	omim_ddd	pRec	allgenescoding	allgenes	numallgenes	name	freq	freqCMA
chr5	140502705	140626274	123570	*	1184	0.9290540540540541	659	1kb_92.9%				PCDHB16,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB15,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8	PCDHB16,PCDHB18,PCDHB19P,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB15,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8,PCDHB9	15	NA	NA	NA
chr8	11779873	11883925	104053	*	12821	0.9230169253568364	659	13kb_92.3%				DEFB134,DEFB135,DEFB136	OR7E161P,DEFB134,DEFB135,DEFB136	4	NA	NA	NA
chrX	101914490	101975258	60769	*	2239	0.9334524341223761	659	2kb_93.3%		GPRASP2		GPRASP2	GPRASP2,RNU6-589P	2	NA	NA	NA
chr1	155573391	155711166	137776	*	11206	0.92325539889345	658	11kb_92.3%	YY1AP1	MSTO1,YY1AP1		DAP3,MSTO1,YY1AP1	MSTO2P,DAP3,MSTO1,YY1AP1	4	NA	NA	NA
chr3	9905552	10056528	150977	*	5510	0.9259528130671506	658	6kb_92.6%	IL17RC,CIDEC,JAGN1	CRELD1,IL17RC,CIDEC,JAGN1	IL17RE,PRRT3	CRELD1,IL17RC,IL17RE,EMC3,CIDEC,PRRT3,JAGN1	CRELD1,IL17RC,IL17RE,EMC3,CIDEC,CIDECP,CYCSP10,PRRT3,JAGN1,PRRT3-AS1,RNU6-882P,EMC3-AS1	12	NA	NA	NA
chr19	22129587	22331588	202002	*	16872	0.9205192034139402	658	17kb_92.1%				ZNF208,ZNF257	ZNF208,ZNF257,PCGF7P,ZNF92P2	4	NA	NA	NA
chrX	55106321	55304377	198057	*	16501	0.9198836434155506	657	17kb_92%				FAM104B,PAGE5,PAGE2,MTRNR2L10,PAGE3	FAM104B,PAGE5,PAGE2,MTRNR2L10,PAGE3,MTND1P30,MTND2P24	7	NA	NA	NA
chrX	154109089	154606154	497066	*	9503	0.9983163211617384	657	10kb_99.8%		RAB39B,CLIC2,F8		VBP1,RAB39B,CLIC2,H2AFB1,BRCC3,FUNDC2,CMC4,F8,F8A1,MTCP1	VBP1,RAB39B,CLIC2,H2AFB1,BRCC3,FUNDC2,MIR1184-1,CMC4,F8,F8A1,EEF1A1P31,MTCP1	12	NA	NA	NA
chr19	15838716	15904721	66006	*	1047	0.9274116523400191	656	1kb_92.7%				OR10H2,OR10H3	CYP4F24P,OR10H2,OR10H3	3	NA	NA	NA
chr19	22630890	23023010	392121	*	5444	0.9254224834680382	656	5kb_92.5%				ZNF98,ZNF99,ZNF492	ZNF209P,ZNF98,ZNF99,ZNF492,ZNF723,ZNF849P,RPL34P33,VN1R87P,RN7SL860P,RNU6-1179P	10	NA	NA	NA
chr19	37287175	37808987	521813	*	10960	0.9226277372262773	656	11kb_92.3%			ZNF585A	ZNF345,ZNF383,ZNF420,ZNF568,ZNF585A,ZNF585B,ZNF790,ZNF829,HKR1	ZNF345,ZNF383,ZNF420,ZNF568,ZNF585A,ZNF585B,ZNF790,ZNF829,RPL31P61,HKR1	10	NA	NA	NA
chr5	140207726	140220956	13231	*	2278	0.926251097453907	655	2kb_92.6%				PCDHA1,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8	PCDHA1,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8	8	NA	NA	NA
chr19	22039891	23084706	1044816	*	11193	0.9279907084785134	655	11kb_92.8%				ZNF208,ZNF98,ZNF99,ZNF257,ZNF676,ZNF492,ZNF729	ZNF208,ZNF209P,ZNF98,ZNF99,ZNF257,ZNF676,ZNF492,PCGF7P,ZNF723,ZNF729,ZNF849P,RPL34P34,RPL34P33,VN1R85P,VN1R87P,VN1R88P,ZNF92P2,RN7SL860P,RNU6-1179P	19	NA	NA	NA
chr22	29756303	29812444	56142	*	8296	0.938404050144648	655	8kb_93.8%	AP1B1	AP1B1		AP1B1	AP1B1	1	NA	NA	NA
chr1	180933055	181017774	84720	*	2112	0.9261363636363636	654	2kb_92.6%				STX6,MR1	STX6,MR1	2	NA	NA	NA
chr1	207794621	207895990	101370	*	6680	0.923502994011976	654	7kb_92.4%				CR1,CR1L	CR1,CR1L,CD46P1	3	NA	NA	NA
chr5	140502776	140617785	115010	*	2194	0.92616226071103	654	2kb_92.6%				PCDHB16,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8	PCDHB16,PCDHB18,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8,PCDHB9	13	NA	NA	NA
chr5	140536786	140620695	83910	*	1020	0.9264705882352942	654	1kb_92.6%				PCDHB16,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB7,PCDHB8	PCDHB16,PCDHB18,PCDHB19P,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB7,PCDHB8,PCDHB9	11	NA	NA	NA
chr5	140592294	140617718	25425	*	4233	0.9251122135601229	654	4kb_92.5%				PCDHB13,PCDHB14	PCDHB18,PCDHB13,PCDHB14	3	NA	NA	NA
chr2	108446006	110552199	2106194	*	71649	0.9832795991570015	653	72kb_98.3%	SLC5A7,EDAR	SLC5A7,EDAR,RANBP2	GCC2	SULT1C2,SULT1C4,SLC5A7,SEPT10,GCC2,SH3RF3,SOWAHC,CCDC138,EDAR,RGPD4,RGPD5,SULT1C3,LIMS1,RANBP2	SULT1C2,SULT1C4,SLC5A7,SEPT10,GCC2,SH3RF3,SOWAHC,CCDC138,EDAR,RGPD4,RGPD5,SULT1C3,SULT1C2P1,RPL22P11,MIR4266,MIR4265,SNRPGP9,SH3RF3-AS1,BMS1P19,LIMS1,RANBP2	21	NA	NA	NA
chr7	63504149	63772669	268521	*	8354	0.9224323677280345	653	8kb_92.2%				ZNF727,ZNF679,ZNF736	ZNF727,ZNF679,ZNF736,VN1R37P,VN1R38P,TRIM60P17,MTND1P2,MTND2P4,MTND3P2,MTND4P2,GUSBP6	11	NA	NA	NA
chrX	8749296	8982692	233397	*	17628	0.917290673927842	653	18kb_91.7%				FAM9A	FAM9A,DRAXINP1	2	NA	NA	NA
chrY	9170806	9381411	210606	*	17989	0.9175051420312413	653	18kb_91.8%				TSPY1,TSPY3,TSPY6P,TSPY4,FAM197Y1,TSPY8,TSPY10	TSPY1,TTTY20,FAM197Y2,TSPY3,TSPY6P,TSPY7P,TSPY4,FAM197Y1,FAM197Y3,FAM197Y6,FAM197Y7,FAM197Y8,TSPY8,TSPY10	14	NA	NA	NA
chr3	180386043	180405750	19708	*	2339	0.9251817015818726	652	2kb_92.5%	CCDC39	CCDC39	CCDC39	CCDC39	CCDC39,CCDC39-AS1	2	NA	NA	NA
chr5	140580562	140594910	14349	*	1100	0.9254545454545454	652	1kb_92.5%				PCDHB11,PCDHB12,PCDHB13	PCDHB11,PCDHB12,PCDHB13	3	NA	NA	NA
chr6	32017040	32029167	12128	*	1004	0.9252988047808764	652	1kb_92.5%	TNXB	TNXB		TNXB	TNXB	1	NA	NA	NA
chr7	63178779	63666200	487422	*	29939	0.9111860783593306	652	30kb_91.1%				ZNF727	NMD3P1,ZNF727,VN1R34P,VN1R35P,VN1R36P,VN1R37P,VN1R38P,TRIM60P17,MTND1P2,MTND2P4,MTND3P2,MTND4P2,GUSBP6,SLC25A1P3,CICP24,LINC01005	16	NA	NA	NA
chr13	19794784	20317980	523197	*	10583	0.9362184635736559	652	11kb_93.6%			MPHOSPH8	TPTE2,PSPC1,MPHOSPH8	TPTE2,PSPC1,CYCSP32,MRPL3P1,MPHOSPH8,ESRRAP1,PARP4P2,CASC4P1,MRPS31P2,ANKRD26P3,SLC25A15P2,FAM58DP,PSPC1P1,LINC00350,LINC00421,RN7SL166P	16	NA	NA	NA
chr7	32767281	35198929	2431649	*	29846	0.9468270455002346	651	30kb_94.7%	NT5C3A,BMPER,BBS9	RP9,NT5C3A,BMPER,BBS9	DPY19L1,BMPER,AVL9	RP9,NT5C3A,KBTBD2,DPY19L1,NPSR1,BMPER,AVL9,BBS9,FKBP9	RP9,NT5C3A,KBTBD2,NPSR1-AS1,DPY19L1,DPY19L2P1,DPY19L1P1,DPY19L1P2,NPSR1,BMPER,AVL9,BBS9,MIR550A2,RP9P,MIR548N,RPL7P31,FKBP9,ZNRF2P1,RNA5SP229,NCAPD2P1,RN7SL132P,RN7SL505P,RNU6-388P,RNU6-438P	24	NA	NA	NA
chr7	56595185	57379304	784120	*	32080	0.9122817955112219	651	32kb_91.2%				ZNF479	ZNF479,PHKG1P4,TNRC18P3,VN1R25P,TRIM60P16,MTND1P4,MTND2P6,MTND4P4,MTND4P5,MTND5P6,MTND5P7,GUSBP10,GUSBP12,SLC29A4P1,RNU7-157P,RN7SL816P	16	NA	NA	NA
chr1	248243083	248440683	197601	*	17251	0.9165265781693814	650	17kb_91.7%				OR2M5,OR2L13,OR2T33,OR2M2,OR2M3,OR2M4	OR2M5,OR2L13,OR2T32P,OR2T33,OR2M1P,OR2M2,OR2M3,OR2M4	8	NA	NA	NA
chr11	118528622	118558370	29749	*	1551	0.9239200515796261	650	2kb_92.4%	TREH	TREH		TREH,PHLDB1	TREH,PHLDB1	2	NA	NA	NA
chr12	27227409	27739437	512029	*	20370	0.9201767304860088	650	20kb_92%			PPFIBP1	STK38L,ARNTL2,SMCO2,C12orf71,PPFIBP1	STK38L,ARNTL2,SMCO2,C12orf71,PPFIBP1	5	NA	NA	NA
chr3	2568406	2574492	6087	*	1384	0.9241329479768786	649	1kb_92.4%			CNTN4	CNTN4	CNTN4	1	NA	NA	NA
chr4	69714222	69839066	124845	*	18817	0.9152362225647022	649	19kb_91.5%				UGT2A3	UGT2A3	1	NA	NA	NA
chr5	140617595	140626327	8733	*	2174	0.9236430542778289	649	2kb_92.4%				PCDHB15	PCDHB19P,PCDHB15	2	NA	NA	NA
chr13	29613057	29913725	300669	*	9209	0.9198610055380606	649	9kb_92%				MTUS2	MTUS2,MTUS2-AS2,GAPDHP69	3	NA	NA	NA
chr16	31534502	31826828	292327	*	2870	0.9222996515679442	648	3kb_92.2%				AHSP,ZNF720	AHSP,VN1R3,YBX3P1,ZNF720,CLUHP3,ZNF720P1,VN1R64P,VN1R65P,VN1R66P,VN1R67P,RBM22P12	11	NA	NA	NA
chr17	13927308	15667474	1740167	*	4492	0.9412288512911843	648	4kb_94.1%	COX10	COX10,PMP22		ZNF286A,TEKT3,CDRT1,CDRT4,CDRT15,TRIM16,COX10,TBC1D26,TVP23C,TVP23C-CDRT4,HS3ST3B1,PMP22	ZNF29P,ZNF286A,TEKT3,CDRT1,CDRT4,CDRT7,CDRT8,CDRT15,RPL9P2,TRIM16,COX10,TBC1D26,TVP23C,UBE2SP1,CDRT15P1,RPS18P12,RPL23AP76,COX10-AS1,MIR4731,TVP23C-CDRT4,RN7SL792P,RNU6-799P,HS3ST3B1,PMP22	24	NA	NA	NA
chr1	196680564	196851898	171335	*	3387	0.9220549158547388	647	3kb_92.2%		CFH		CFHR4,CFHR3,CFH,CFHR1,CFHR2	CFHR4,CFHR3,CFH,CFHR1,CFHR2	5	NA	NA	NA
chr4	211945	390715	178771	*	23886	0.9114962739680147	647	24kb_91.1%	ZNF141	ZNF141		ZNF141,ZNF732	ZNF141,ZNF876P,MIR571,ZNF732	4	NA	NA	NA
chr19	23484127	23633525	149399	*	18085	0.9144042023776611	647	18kb_91.4%				ZNF91	ZNF91,VN1R92P	2	NA	NA	NA
chr17	1475485	1490774	15290	*	1193	0.922883487007544	647	1kb_92.3%			SLC43A2	SLC43A2	SLC43A2	1	NA	NA	NA
chr3	10027598	10067138	39541	*	1320	0.9227272727272727	646	1kb_92.3%				EMC3	EMC3,CIDECP,CYCSP10,EMC3-AS1	4	NA	NA	NA
chrX	8435601	8975949	540349	*	2611	0.9371888165453849	646	3kb_93.7%		KAL1		FAM9A,KAL1	FAM9A,DRAXINP1,KAL1	3	NA	NA	NA
chr10	96436750	96649685	212936	*	9150	0.9183606557377049	646	9kb_91.8%	CYP2C19	CYP2C19		CYP2C18,CYP2C19	CYP2C18,CYP2C19,CYP2C58P,MTND4P19	4	NA	NA	NA
chr6	73942596	73959085	16490	*	1458	0.9218106995884774	645	1kb_92.2%				KHDC1	KHDC1	1	NA	NA	NA
chr7	63609160	63903317	294158	*	10948	0.9168797953964194	645	11kb_91.7%				ZNF679,ZNF736	ZNF679,ZNF736,VN1R37P,VN1R38P,TRIM60P18,GUSBP6,YWHAEP1	7	NA	NA	NA
chrX	142593676	142792387	198712	*	13531	0.9157490207671274	645	14kb_91.6%				SLITRK4,SPANXN3	SLITRK4,SPANXN3,HNRNPH1P2	3	NA	NA	NA
chr7	56147723	57127265	979543	*	2178	0.9265381083562901	644	2kb_92.7%		CHCHD2		SUMF2,CHCHD2,NUPR1L,PHKG1	SUMF2,CHCHD2,CCNJP1,TNRC18P3,VN1R25P,CICP8,NMD3P2,TRIM60P16,RBM22P3,SLC29A4P1,NUPR1L,RN7SL816P,RNU6-1052P,RNU6-1335P,PHKG1	15	NA	NA	NA
chrX	101093947	102335680	1241734	*	1372	0.934402332361516	644	1kb_93.4%		GPRASP2	NXF3	BEX1,NXF2B,TCEAL6,GPRASP1,GPRASP2,RAB40AL,ARMCX5,BEX5,BHLHB9,ZMAT1,TCEAL2,TMSB15A,TCP11X2,TCP11X1,NXF2,NXF3,NXF5	BEX1,MTND2P2,NXF2B,TCEAL6,GPRASP1,GPRASP2,RAB40AL,ARMCX5,BEX5,BHLHB9,ZMAT1,TCEAL2,TMSB15A,MTND6P13,MTND1P32,MTND4P32,MTND5P26,FOXN3P1,LINC00630,RNU6-345P,RNU6-589P,TCP11X2,TCP11X1,TCP11X3P,NXF2,NXF3,NXF4,NXF5	28	NA	NA	NA
chr1	207825408	207929875	104468	*	7039	0.9180281289955959	643	7kb_91.8%				CR1L,CD46	CR1L,CD46,CD46P1	3	NA	NA	NA
chrX	106250631	106565926	315296	*	2934	0.9250170415814588	643	3kb_92.5%		PIH1D3		RBM41,NUP62CL,PIH1D3	RBM41,NUP62CL,PIH1D3,EEF1A1P40,MYCLP1	5	NA	NA	NA
chr10	36690511	37876432	1185922	*	34669	0.9116790216043151	643	35kb_91.2%				ANKRD30A,NAMPTL	ANKRD30A,NAMPTL,VN1R53P,ATP8A2P1,MTND4P18,MTND5P17,MKNK2P1,ARL6IP1P2,TMEM161BP1,TACC1P1,RN7SL314P,RNU6-811P,LINC00993	13	NA	NA	NA
chr17	39577594	39594320	16727	*	1391	0.9209202012940331	643	1kb_92.1%				KRT37,KRT38	KRT37,KRT38	2	NA	NA	NA
chr17_ctg5_hap1	502205	1328340	826136	*	15893	0.9920719813754483	643	16kb_99.2%	MAPT	KANSL1,MAPT	CRHR1,MAPT	STH,CRHR1,KANSL1,SPPL2C,MAPT	STH,CRHR1,KANSL1,SPPL2C,MAPT	5	NA	NA	NA
chr1	196658536	196748278	89743	*	1641	0.9201706276660573	642	2kb_92%		CFH		CFHR3,CFH	CFHR3,CFH	2	NA	NA	NA
chrX	7808894	8431461	622568	*	6354	0.9192634560906515	642	6kb_91.9%				VCX,VCX2,PNPLA4	VCX,VCX2,PNPLA4,MIR651	4	NA	NA	NA
chr2	231151529	231252184	100656	*	19929	0.9102814993225952	641	20kb_91%			SP140,SP140L	SP140,SP140L	SP140,SP140L	2	NA	NA	NA
chr6	29062643	29134436	71794	*	7829	0.9163366968961553	641	8kb_91.6%				OR2J1,OR2J3	OR2J1,OR2J3,OR2N1P	3	NA	NA	NA
chr9	34722952	34832014	109063	*	7037	0.9168679835157028	641	7kb_91.7%				FAM205A	FAM205A	1	NA	NA	NA
chr1	207784955	207885805	100851	*	5804	0.9169538249483115	640	6kb_91.7%				CR1,CR1L	CR1,CR1L,CD46P1	3	NA	NA	NA
chr10	46790299	52467445	5677147	*	3816	0.9882075471698113	640	4kb_98.8%	SLC18A3,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,RBP3	FAM21A,OGDHL,C10orf71,ERCC6,NCOA4,RBP3	SLC18A3,SYT15,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,ASAH2C,AGAP10,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25B,FAM25C,FAM25G,GPRIN2,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,WDFY4,SGMS1,ARHGAP22,ERCC6,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,MSMB,NCOA4,PARG,NPY4R,RBP3	RHEBP1,SLC18A3,SLC9A3P1,FRMPD2P1,SYT15,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,PTPN20CP,ASAH2C,AGAP10,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,CTSLP5,TIMM23B,FAM25B,FAM25C,FAM25D,FAM25G,FAM25HP,GLUD1P6,CTSLP7,GLUD1P8,CTSLP4,BMS1P2,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,GPRIN2,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,WDFY4,SGMS1,ARHGAP22,DUSP8P1,FAM35BP,SLC9A3P3,SLC9A3P4,FAM35DP,ERCC6,MIR4294,GDF10,GDF2,ARHGAP22-IT1,RNA5SP312,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,RNA5SP317,GLUD1P2,LINC00842,HNRNPA1P33,RHEBP2,AHCYP1,DUSP8P2,DUSP8P4,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,RNU7-107P,RN7SL248P,RN7SL453P,RN7SL527P,RMRPP4,ERCC6-PGBD3,ANXA8,MAPK8,MSMB,NCOA4,PARG,NPY4R,RBP3	100	NA	NA	NA
chr13	29351705	29912773	561069	*	4715	0.9181336161187699	640	5kb_91.8%				MTUS2	MTUS2,MTUS2-AS2,GAPDHP69,POM121L13P	4	NA	NA	NA
chr2	108446023	109336192	890170	*	46102	0.9762266279120212	639	46kb_97.6%	SLC5A7	SLC5A7,RANBP2	GCC2	SULT1C2,SULT1C4,SLC5A7,GCC2,RGPD4,SULT1C3,LIMS1,RANBP2	SULT1C2,SULT1C4,SLC5A7,GCC2,RGPD4,SULT1C3,SULT1C2P1,LIMS1,RANBP2	9	NA	NA	NA
chr11	4964977	4973331	8355	*	4686	0.9169867690994452	639	5kb_91.7%				MMP26,OR51A4	MMP26,OR51A4	2	NA	NA	NA
chr12	11182351	11265171	82821	*	11924	0.9133679973163368	639	12kb_91.3%				TAS2R14,PRR4,TAS2R43,TAS2R46,TAS2R31	TAS2R14,PRR4,TAS2R43,TAS2R46,TAS2R31,TAS2R63P,TAS2R64P	7	NA	NA	NA
chr4	73406449	73472777	66329	*	2132	0.9183864915572233	639	2kb_91.8%	ADAMTS3	ADAMTS3	ADAMTS3	ADAMTS3	ADAMTS3	1	NA	NA	NA
chr15	32722867	34817766	2094900	*	35476	0.9189874844965611	638	35kb_91.9%	RYR3,SLC12A6,NOP10	RYR3,SLC12A6,NOP10	ARHGAP11A,NUTM1	RYR3,SCG5,SLC12A6,AVEN,NOP10,ARHGAP11A,PGBD4,CHRM5,GREM1,EMC7,KATNBL1,EMC4,NUTM1,LPCAT4,GOLGA8A,GOLGA8B,FMN1,GOLGA8N,GOLGA8O	RYR3,SCG5,SLC12A6,AVEN,NOP10,ULK4P1,ARHGAP11A,PGBD4,CHRM5,GREM1,EMC7,KATNBL1,EMC4,NUTM1,LPCAT4,GOLGA8A,GOLGA8B,MIR1233-1,TMCO5B,DNM1P32,FMN1,GOLGA8N,GOLGA8O,RN7SL286P,RN7SL539P,HNRNPLP2,HNRNPA1P71	27	NA	NA	NA
chr15	43231457	43432298	200842	*	1143	0.9186351706036745	638	1kb_91.9%	UBR1	UBR1,EPB42	UBR1,EPB42	UBR1,TMEM62,EPB42	UBR1,TMEM62,SPCS2P1,EPB42,FDPSP4,RPS3AP47	6	NA	NA	NA
chr16	31373332	31421652	48321	*	1176	0.9183673469387755	638	1kb_91.8%			ITGAX	ITGAD,ITGAX	ITGAD,ITGAX	2	NA	NA	NA
chr7	63468510	63730000	261491	*	4088	0.9163405088062623	637	4kb_91.6%				ZNF727,ZNF679	ZNF727,ZNF679,VN1R37P,VN1R38P,TRIM60P17,MTND1P2,MTND2P4,MTND3P2,MTND4P2,GUSBP6,LINC01005	11	NA	NA	NA
chr7	99953124	99969353	16230	*	2658	0.9172310007524455	637	3kb_91.7%				PILRB,PILRA	PILRB,PILRA,STAG3L5P-PVRIG2P-PILRB	3	NA	NA	NA
chr12	7994402	8117032	122631	*	4671	0.915863840719332	637	5kb_91.6%				SLC2A3,SLC2A14	SLC2A3,SLC2A14,NANOGP1	3	NA	NA	NA
chrX	101620074	102334625	714552	*	2837	0.9242157208318647	636	3kb_92.4%		GPRASP2	NXF3	BEX1,NXF2B,GPRASP1,GPRASP2,RAB40AL,ARMCX5,BHLHB9,TMSB15A,TCP11X2,NXF3	BEX1,MTND2P2,NXF2B,GPRASP1,GPRASP2,RAB40AL,ARMCX5,BHLHB9,TMSB15A,MTND1P32,MTND4P32,MTND5P26,FOXN3P1,LINC00630,RNU6-589P,TCP11X2,NXF3,NXF4	18	NA	NA	NA
chr1	157499760	157601847	102088	*	12368	0.9115459249676585	635	12kb_91.2%				FCRL4,FCRL5	FCRL4,FCRL5	2	NA	NA	NA
chr11	58600982	58762436	161455	*	4954	0.9148163100524829	635	5kb_91.5%				GLYATL2,GLYATL1	GLYATL2,GLYATL1,GLYATL1P2,GLYATL1P1	4	NA	NA	NA
chr19	53898505	53941953	43449	*	16396	0.9094901195413515	635	16kb_90.9%				ZNF765	ZNF761,ZNF765,RPL39P36,TPM3P9	4	NA	NA	NA
chr19	20400000	20965159	565160	*	8059	0.9135128427844645	634	8kb_91.4%				ZNF66,ZNF626,ZNF737	ZNF66,ZNF626,ZNF737,ZNF826P,MIR1270-1,VN1R78P,VN1R79P,MIR1270-2	8	NA	NA	NA
chr6	150234699	150337462	102764	*	7964	0.9123556002009041	633	8kb_91.2%				ULBP1,ULBP2,RAET1G	ULBP1,ULBP2,RAET1G,RAET1K,BTF3P10,RAET1E-AS1	6	NA	NA	NA
chr7	32735996	35166094	2430099	*	5369	0.9502700689141367	633	5kb_95%	NT5C3A,BMPER,BBS9	RP9,NT5C3A,BMPER,BBS9	DPY19L1,BMPER,AVL9	RP9,NT5C3A,KBTBD2,DPY19L1,NPSR1,BMPER,AVL9,BBS9,FKBP9	RP9,NT5C3A,KBTBD2,NPSR1-AS1,DPY19L1,DPY19L2P1,DPY19L1P1,DPY19L1P2,NPSR1,BMPER,AVL9,BBS9,MIR550A2,RP9P,MIR548N,RPL7P31,FKBP9,ZNRF2P1,RNA5SP229,NCAPD2P1,RN7SL132P,RN7SL505P,RNU6-388P,RNU6-438P	24	NA	NA	NA
chrX	134155434	134185086	29653	*	1082	0.9158964879852126	633	1kb_91.6%				FAM127B,FAM127A,FAM127C	FAM127B,FAM127A,FAM127C	3	NA	NA	NA
chr19	58331117	58361244	30128	*	3845	0.9144343302990897	633	4kb_91.4%				ZNF586,ZNF587,ZNF814,ZNF587B	ZNF586,ZNF587,ZNF814,ZNF587B	4	NA	NA	NA
chr1	15780540	15799949	19410	*	16801	0.9075055056246651	632	17kb_90.8%		CELA2A		CELA2A,CELA2B	CELA2A,CELA2B	2	NA	NA	NA
chrX	52326314	52842450	516137	*	19414	0.9067168023076131	632	19kb_90.7%		SSX2,SSX2B		SSX2,XAGE1E,SSX7,XAGE1D,SSX2B,XAGE1C,XAGE5,SPANXN5,XAGE2	SSX2,XAGE1E,SSX7,SSX8,XAGE1D,SSX2B,SSXP1,SSXP4,SSXP5,XAGE1C,XAGE5,SPANXN5,RBM22P8,RBM22P9,RBM22P11,XAGE2,RNA5SP504	17	NA	NA	NA
chr10	27241582	27610454	368873	*	5917	0.9131316545546729	632	6kb_91.3%	YME1L1,ACBD5	YME1L1,ACBD5,ANKRD26	ACBD5,ANKRD26	YME1L1,MASTL,ACBD5,ANKRD26	YME1L1,MASTL,ACBD5,ANKRD26,LRRC37A6P,RNU7-12P,ARMC4P1,RNU6-490P,RNU6-666P,RNU2-24P	10	NA	NA	NA
chr19	21264170	21323993	59824	*	10639	0.910517905818216	632	11kb_91.1%				ZNF714	ZNF714,VN1R81P,RNA5SP469	3	NA	NA	NA
chr19	53218667	53336367	117701	*	1482	0.9156545209176788	632	1kb_91.6%				ZNF28,ZNF611,ZNF600	ZNF28,ZNF611,ZNF600	3	NA	NA	NA
chr19	53291219	53376875	85657	*	1417	0.9153140437544107	632	1kb_91.5%				ZNF28,ZNF320,ZNF468	ZNF28,ZNF320,ZNF468	3	NA	NA	NA
chr19	55084748	55105092	20345	*	3821	0.9138968856320335	632	4kb_91.4%				LILRA1,LILRA2,LILRB1	LILRA1,LILRA2,LILRB1	3	NA	NA	NA
chr19	5863345	5876614	13270	*	1229	0.9153783563873068	632	1kb_91.5%				FUT5	FUT5	1	NA	NA	NA
chr19	24054029	24149083	95055	*	4886	0.9136307818256242	632	5kb_91.4%				ZNF726	ZNF726,ZNF92P3	2	NA	NA	NA
chr6	32023621	32029167	5547	*	1011	0.9149357072205737	631	1kb_91.5%	TNXB	TNXB		TNXB	TNXB	1	NA	NA	NA
chr7	149185889	149311837	125949	*	9487	0.9110361547380627	631	9kb_91.1%				ZNF746	ZNF767,ZNF746	2	NA	NA	NA
chrX	55245123	55305143	60021	*	5167	0.9129088445906716	631	5kb_91.3%				PAGE5,PAGE3	PAGE5,PAGE3	2	NA	NA	NA
chr12	8024636	8171101	146466	*	1390	0.9151079136690647	631	1kb_91.5%				SLC2A3,SLC2A14	SLC2A3,SLC2A14,NANOGP1	3	NA	NA	NA
chr19	35840505	35852985	12481	*	1938	0.9143446852425181	631	2kb_91.4%				FFAR1,FFAR3	FFAR1,FFAR3	2	NA	NA	NA
chr1	155588281	155727287	139007	*	1617	0.9189857761286333	630	2kb_91.9%	GON4L,YY1AP1	GON4L,MSTO1,YY1AP1		GON4L,DAP3,MSTO1,YY1AP1	GON4L,MSTO2P,DAP3,MSTO1,YY1AP1	5	NA	NA	NA
chrX	134730600	134975805	245206	*	13488	0.9079181494661922	629	13kb_90.8%				CT45A2,SAGE1,CT45A1,CT45A3,CT45A4,CT45A5,CT45A6	CT45A2,SAGE1,CT45A1,CT45A3,CT45A4,CT45A5,CT45A6	7	NA	NA	NA
chr5	140516102	140563223	47122	*	1223	0.9133278822567457	628	1kb_91.3%				PCDHB16,PCDHB5,PCDHB6,PCDHB7,PCDHB8	PCDHB16,PCDHB5,PCDHB6,PCDHB7,PCDHB8	5	NA	NA	NA
chr5	148415024	148494429	79406	*	1272	0.9135220125786163	628	1kb_91.4%	SH3TC2	SH3TC2		SH3TC2	SH3TC2,MIR584,RNU6-732P	3	NA	NA	NA
